sid,client_ip,tcp_rtt_ms,tls_rtt_ms,diff_ms,type
195,34.84.127.58,159.28220748901367,430.7069778442383,271.4247703552246,PROXY
196,34.84.127.58,157.54294395446777,414.5030975341797,256.9601535797119,PROXY
197,34.84.127.58,159.39998626708984,417.1440601348877,257.74407386779785,PROXY
198,34.84.127.58,158.75911712646484,412.7159118652344,253.95679473876953,PROXY
199,34.84.127.58,159.35683250427246,417.9491996765137,258.5923671722412,PROXY
200,34.84.127.58,158.06007385253906,284.196138381958,126.13606452941895,PROXY
201,34.84.127.58,159.34109687805176,280.82895278930664,121.48785591125488,PROXY
202,34.84.127.58,159.88993644714355,283.160924911499,123.27098846435547,PROXY
203,34.84.127.58,160.05682945251465,278.4261703491211,118.36934089660645,PROXY
204,34.84.127.58,157.20891952514648,283.66804122924805,126.45912170410156,PROXY
205,34.84.127.58,159.1470241546631,317.1079158782959,157.9608917236328,PROXY
206,34.84.127.58,160.29596328735352,312.3438358306885,152.04787254333496,PROXY
207,34.84.127.58,160.92395782470703,312.4668598175049,151.54290199279785,PROXY
208,34.84.127.58,159.088134765625,314.7399425506592,155.65180778503418,PROXY
209,34.84.127.58,158.07509422302246,311.0189437866211,152.94384956359863,PROXY
210,34.84.127.58,159.67297554016113,307.4169158935547,147.74394035339355,PROXY
211,34.84.127.58,158.8418483734131,307.4619770050049,148.6201286315918,PROXY
212,34.84.127.58,160.0189208984375,306.39004707336426,146.37112617492676,PROXY
213,34.84.127.58,159.26480293273926,307.4769973754883,148.21219444274902,PROXY
214,34.84.127.58,158.83684158325195,307.9979419708252,149.16110038757324,PROXY
215,34.84.127.58,158.06198120117188,276.14688873291016,118.08490753173828,PROXY
216,34.84.127.58,159.83200073242188,274.0499973297119,114.21799659729004,PROXY
217,34.84.127.58,158.89501571655273,273.30493927001953,114.4099235534668,PROXY
218,34.84.127.58,157.08398818969727,273.8189697265625,116.73498153686523,PROXY
219,34.84.127.58,159.315824508667,278.378963470459,119.06313896179199,PROXY
220,34.84.127.58,160.7060432434082,280.1029682159424,119.39692497253418,PROXY
221,34.84.127.58,161.1940860748291,280.5190086364746,119.32492256164551,PROXY
222,34.84.127.58,159.43288803100586,281.2039852142334,121.77109718322754,PROXY
223,34.84.127.58,159.1339111328125,282.6418876647949,123.50797653198242,PROXY
224,34.84.127.58,159.67988967895508,281.8570137023926,122.1771240234375,PROXY
225,34.84.127.58,158.9961051940918,350.3551483154297,191.3590431213379,PROXY
226,34.84.127.58,159.92212295532227,341.4011001586914,181.47897720336914,PROXY
227,34.84.127.58,160.16316413879395,336.1330032348633,175.96983909606934,PROXY
228,34.84.127.58,160.0821018218994,337.4640941619873,177.3819923400879,PROXY
229,34.84.127.58,159.81411933898926,337.83602714538574,178.02190780639648,PROXY
230,34.84.127.58,160.68792343139648,279.9570560455322,119.26913261413574,PROXY
231,34.84.127.58,158.39815139770508,277.25696563720703,118.85881423950195,PROXY
232,34.84.127.58,157.5179100036621,280.61699867248535,123.09908866882324,PROXY
233,34.84.127.58,158.44297409057617,278.6440849304199,120.20111083984375,PROXY
234,34.84.127.58,158.5078239440918,280.6079387664795,122.1001148223877,PROXY
235,34.84.127.58,158.1399440765381,315.00792503356934,156.86798095703125,PROXY
236,34.84.127.58,160.3250503540039,313.58909606933594,153.26404571533203,PROXY
237,34.84.127.58,159.51895713806152,313.9059543609619,154.3869972229004,PROXY
238,34.84.127.58,157.84597396850586,314.9099349975586,157.06396102905273,PROXY
239,34.84.127.58,159.9290370941162,317.40593910217285,157.47690200805664,PROXY
240,34.84.127.58,159.58595275878906,523.9379405975342,364.3519878387451,PROXY
241,34.84.127.58,162.1379852294922,514.6951675415039,352.5571823120117,PROXY
242,34.84.127.58,158.4479808807373,520.6429958343506,362.1950149536133,PROXY
243,34.84.127.58,161.40103340148926,515.7589912414551,354.3579578399658,PROXY
244,34.84.127.58,161.06319427490234,516.247034072876,355.18383979797363,PROXY
245,34.84.127.58,161.8640422821045,277.51779556274414,115.65375328063965,PROXY
246,34.84.127.58,163.44499588012695,278.918981552124,115.47398567199707,PROXY
247,34.84.127.58,162.95313835144043,275.6650447845459,112.71190643310547,PROXY
248,34.84.127.58,158.0359935760498,279.70290184020996,121.66690826416016,PROXY
249,34.84.127.58,159.21878814697266,279.34813499450684,120.12934684753418,PROXY
250,34.84.127.58,159.3329906463623,437.17503547668457,277.84204483032227,PROXY
251,34.84.127.58,158.24198722839355,433.8359832763672,275.59399604797363,PROXY
252,34.84.127.58,162.0640754699707,426.21898651123047,264.15491104125977,PROXY
253,34.84.127.58,159.91497039794922,427.2458553314209,267.3308849334717,PROXY
254,34.84.127.58,159.7428321838379,424.9281883239746,265.1853561401367,PROXY
255,34.84.127.58,161.2699031829834,284.2080593109131,122.93815612792969,PROXY
256,34.84.127.58,160.88581085205078,285.77589988708496,124.89008903503418,PROXY
257,34.84.127.58,160.29977798461914,279.98995780944824,119.6901798248291,PROXY
258,34.84.127.58,160.3400707244873,278.8100242614746,118.4699535369873,PROXY
259,34.84.127.58,159.78312492370605,278.6269187927246,118.84379386901855,PROXY
260,34.84.127.58,159.2710018157959,351.98187828063965,192.71087646484375,PROXY
261,34.84.127.58,161.56005859375,352.22482681274414,190.66476821899414,PROXY
262,34.84.127.58,161.0100269317627,351.2859344482422,190.2759075164795,PROXY
263,34.84.127.58,159.5749855041504,350.6920337677002,191.1170482635498,PROXY
264,34.84.127.58,161.43393516540527,350.6450653076172,189.2111301422119,PROXY
265,34.84.127.58,158.43486785888672,282.64617919921875,124.21131134033203,PROXY
266,34.84.127.58,160.78495979309082,283.16712379455566,122.38216400146484,PROXY
267,34.84.127.58,161.7438793182373,281.574010848999,119.83013153076172,PROXY
268,34.84.127.58,160.2609157562256,284.8789691925049,124.6180534362793,PROXY
269,34.84.127.58,160.64977645874023,282.487154006958,121.83737754821777,PROXY
270,34.84.127.58,158.3259105682373,353.28102111816406,194.95511054992676,PROXY
271,34.84.127.58,159.24596786499023,351.93777084350586,192.69180297851562,PROXY
272,34.84.127.58,161.22794151306152,354.2969226837158,193.0689811706543,PROXY
273,34.84.127.58,160.27307510375977,351.6969680786133,191.42389297485352,PROXY
274,34.84.127.58,160.07685661315918,352.3099422454834,192.23308563232422,PROXY
275,34.84.127.58,160.46690940856934,276.3791084289551,115.91219902038574,PROXY
276,34.84.127.58,161.07916831970215,273.65612983703613,112.57696151733398,PROXY
277,34.84.127.58,157.88698196411133,277.1577835083008,119.27080154418945,PROXY
278,34.84.127.58,159.88802909851074,277.46081352233887,117.57278442382812,PROXY
279,34.84.127.58,159.074068069458,275.1040458679199,116.02997779846191,PROXY
280,34.84.127.58,158.7660312652588,363.50297927856445,204.73694801330566,PROXY
281,34.84.127.58,163.1309986114502,347.2440242767334,184.1130256652832,PROXY
282,34.84.127.58,159.4829559326172,343.7328338623047,184.2498779296875,PROXY
283,34.84.127.58,161.02290153503418,344.4070816040039,183.38418006896973,PROXY
284,34.84.127.58,158.59699249267578,335.50214767456055,176.90515518188477,PROXY
285,34.84.127.58,160.32695770263672,280.18999099731445,119.86303329467773,PROXY
286,34.84.127.58,159.4250202178955,280.92384338378906,121.49882316589355,PROXY
287,34.84.127.58,161.14091873168945,283.5991382598877,122.45821952819824,PROXY
288,34.84.127.58,159.85608100891113,283.3068370819092,123.45075607299805,PROXY
289,34.84.127.58,159.63006019592285,281.7690372467041,122.13897705078125,PROXY
290,34.84.127.58,159.3761444091797,358.0598831176758,198.6837387084961,PROXY
291,34.84.127.58,161.2381935119629,351.2439727783203,190.00577926635742,PROXY
292,34.84.127.58,157.08398818969727,350.0230312347412,192.93904304504395,PROXY
293,34.84.127.58,160.8588695526123,347.5069999694824,186.64813041687012,PROXY
294,34.84.127.58,158.3540439605713,346.7848300933838,188.4307861328125,PROXY
295,34.84.127.58,158.88285636901855,417.7570343017578,258.87417793273926,PROXY
296,34.84.127.58,161.4670753479004,414.17384147644043,252.70676612854004,PROXY
297,34.84.127.58,158.45608711242676,419.12198066711426,260.6658935546875,PROXY
298,34.84.127.58,158.6630344390869,417.9491996765137,259.28616523742676,PROXY
299,34.84.127.58,161.2110137939453,417.1319007873535,255.9208869934082,PROXY
300,34.84.127.58,159.64388847351074,317.67892837524414,158.0350399017334,PROXY
301,34.84.127.58,157.70602226257324,316.4529800415039,158.74695777893066,PROXY
302,34.84.127.58,158.36691856384277,315.8149719238281,157.44805335998535,PROXY
303,34.84.127.58,159.4538688659668,315.1559829711914,155.7021141052246,PROXY
304,34.84.127.58,161.35311126708984,314.1191005706787,152.76598930358887,PROXY
305,34.84.127.58,158.59508514404297,294.1300868988037,135.53500175476074,PROXY
306,34.84.127.58,160.02321243286133,293.67518424987793,133.6519718170166,PROXY
307,34.84.127.58,160.8908176422119,289.9909019470215,129.10008430480957,PROXY
308,34.84.127.58,160.57109832763672,288.76781463623047,128.19671630859375,PROXY
309,34.84.127.58,160.06898880004883,284.53516960144043,124.4661808013916,PROXY
310,34.84.127.58,158.7679386138916,274.7008800506592,115.93294143676758,PROXY
311,34.84.127.58,159.40189361572266,361.91797256469727,202.5160789489746,PROXY
312,34.84.127.58,160.22205352783203,361.27495765686035,201.05290412902832,PROXY
313,34.84.127.58,159.46197509765625,358.381986618042,198.92001152038574,PROXY
314,34.84.127.58,158.45799446105957,357.2819232940674,198.8239288330078,PROXY
315,34.84.127.58,160.65311431884766,283.4770679473877,122.82395362854004,PROXY
316,34.84.127.58,159.29603576660156,283.3750247955322,124.07898902893066,PROXY
317,34.84.127.58,161.3149642944336,276.34286880493164,115.02790451049805,PROXY
318,34.84.127.58,159.84797477722168,277.8630256652832,118.01505088806152,PROXY
319,34.84.127.58,159.82699394226074,279.9801826477051,120.15318870544434,PROXY
320,34.84.127.58,157.52410888671875,314.0711784362793,156.54706954956055,PROXY
321,34.84.127.58,158.951997756958,319.3318843841553,160.37988662719727,PROXY
322,34.84.127.58,158.99109840393066,315.77396392822266,156.782865524292,PROXY
323,34.84.127.58,159.7127914428711,318.1030750274658,158.39028358459473,PROXY
324,34.84.127.58,158.54811668395996,318.85409355163574,160.30597686767578,PROXY
325,34.84.127.58,158.8890552520752,315.39297103881836,156.50391578674316,PROXY
326,34.84.127.58,158.62011909484863,312.1180534362793,153.49793434143066,PROXY
327,34.84.127.58,159.6047878265381,314.6829605102539,155.07817268371582,PROXY
328,34.84.127.58,157.02009201049805,312.88695335388184,155.8668613433838,PROXY
329,34.84.127.58,159.36779975891113,314.79787826538086,155.43007850646973,PROXY
330,34.84.127.58,157.75084495544434,284.4669818878174,126.71613693237305,PROXY
331,34.84.127.58,157.51314163208008,282.90796279907227,125.39482116699219,PROXY
332,34.84.127.58,157.10711479187012,285.08782386779785,127.98070907592773,PROXY
333,34.84.127.58,159.17301177978516,281.33678436279297,122.16377258300781,PROXY
334,34.84.127.58,159.52706336975098,279.5429229736328,120.01585960388184,PROXY
335,34.84.127.58,157.67502784729004,314.7587776184082,157.08374977111816,PROXY
336,34.84.127.58,161.26298904418945,313.7021064758301,152.43911743164062,PROXY
337,34.84.127.58,157.52482414245605,313.1990432739258,155.67421913146973,PROXY
338,34.84.127.58,159.9280834197998,310.8329772949219,150.90489387512207,PROXY
339,34.84.127.58,157.46712684631348,315.51408767700195,158.04696083068848,PROXY
340,34.84.127.58,158.96296501159668,304.15797233581543,145.19500732421875,PROXY
341,34.84.127.58,157.62805938720703,306.9610595703125,149.33300018310547,PROXY
342,34.84.127.58,158.2479476928711,306.049108505249,147.80116081237793,PROXY
343,34.84.127.58,157.5329303741455,305.10592460632324,147.57299423217773,PROXY
344,34.84.127.58,160.08996963500977,308.16102027893066,148.0710506439209,PROXY
345,34.84.127.58,161.13018989562988,314.2199516296387,153.0897617340088,PROXY
346,34.84.127.58,158.69903564453125,314.0678405761719,155.36880493164062,PROXY
347,34.84.127.58,160.31789779663086,313.0669593811035,152.74906158447266,PROXY
348,34.84.127.58,158.2648754119873,316.0240650177002,157.7591896057129,PROXY
349,34.84.127.58,159.70897674560547,314.87393379211426,155.1649570465088,PROXY
350,34.84.127.58,161.67116165161133,355.7860851287842,194.11492347717285,PROXY
351,34.84.127.58,161.574125289917,358.57486724853516,197.00074195861816,PROXY
352,34.84.127.58,161.02099418640137,356.1990261077881,195.17803192138672,PROXY
353,34.84.127.58,159.6529483795166,357.18607902526855,197.53313064575195,PROXY
354,34.84.127.58,157.50718116760254,355.9861183166504,198.47893714904785,PROXY
355,34.84.127.58,160.43496131896973,293.1790351867676,132.74407386779785,PROXY
